Model,Family,Candidate,Fold,AP,Params
GradientBoosting,GradientBoosting,2,2,0.24050677307067841,"{""learning_rate"":0.03,""max_depth"":2,""min_samples_leaf"":2,""n_estimators"":100,""subsample"":0.8}"
GradientBoosting,GradientBoosting,2,3,0.009272164150212932,"{""learning_rate"":0.03,""max_depth"":2,""min_samples_leaf"":2,""n_estimators"":100,""subsample"":0.8}"
GradientBoosting,GradientBoosting,2,4,0.45544973544973544,"{""learning_rate"":0.03,""max_depth"":2,""min_samples_leaf"":2,""n_estimators"":100,""subsample"":0.8}"
GradientBoosting,GradientBoosting,3,1,0.6055555555555555,"{""learning_rate"":0.03,""max_depth"":2,""min_samples_leaf"":2,""n_estimators"":350,""subsample"":1.0}"
GradientBoosting,GradientBoosting,3,2,0.2870758377806495,"{""learning_rate"":0.03,""max_depth"":2,""min_samples_leaf"":2,""n_estimators"":350,""subsample"":1.0}"
GradientBoosting,GradientBoosting,3,3,0.007844119856138853,"{""learning_rate"":0.03,""max_depth"":2,""min_samples_leaf"":2,""n_estimators"":350,""subsample"":1.0}"
GradientBoosting,GradientBoosting,3,4,0.5962765957446808,"{""learning_rate"":0.03,""max_depth"":2,""min_samples_leaf"":2,""n_estimators"":350,""subsample"":1.0}"
GradientBoosting,GradientBoosting,4,1,0.5577777777777778,"{""learning_rate"":0.03,""max_depth"":3,""min_samples_leaf"":4,""n_estimators"":350,""subsample"":0.8}"
GradientBoosting,GradientBoosting,4,2,0.3191534391534392,"{""learning_rate"":0.03,""max_depth"":3,""min_samples_leaf"":4,""n_estimators"":350,""subsample"":0.8}"
GradientBoosting,GradientBoosting,4,3,0.03965957362227977,"{""learning_rate"":0.03,""max_depth"":3,""min_samples_leaf"":4,""n_estimators"":350,""subsample"":0.8}"
GradientBoosting,GradientBoosting,4,4,0.6511904761904762,"{""learning_rate"":0.03,""max_depth"":3,""min_samples_leaf"":4,""n_estimators"":350,""subsample"":0.8}"
GradientBoosting,GradientBoosting,5,1,0.5944444444444444,"{""learning_rate"":0.03,""max_depth"":3,""min_samples_leaf"":4,""n_estimators"":350,""subsample"":1.0}"
GradientBoosting,GradientBoosting,5,2,0.31526343244653104,"{""learning_rate"":0.03,""max_depth"":3,""min_samples_leaf"":4,""n_estimators"":350,""subsample"":1.0}"
GradientBoosting,GradientBoosting,5,3,0.03558973354231975,"{""learning_rate"":0.03,""max_depth"":3,""min_samples_leaf"":4,""n_estimators"":350,""subsample"":1.0}"
GradientBoosting,GradientBoosting,5,4,0.6538095238095238,"{""learning_rate"":0.03,""max_depth"":3,""min_samples_leaf"":4,""n_estimators"":350,""subsample"":1.0}"
GradientBoosting,GradientBoosting,6,1,0.18331738437001596,"{""learning_rate"":0.05,""max_depth"":1,""min_samples_leaf"":1,""n_estimators"":200,""subsample"":1.0}"
GradientBoosting,GradientBoosting,6,2,0.2093039184297792,"{""learning_rate"":0.05,""max_depth"":1,""min_samples_leaf"":1,""n_estimators"":200,""subsample"":1.0}"
GradientBoosting,GradientBoosting,6,3,0.009504365867737207,"{""learning_rate"":0.05,""max_depth"":1,""min_samples_leaf"":1,""n_estimators"":200,""subsample"":1.0}"
GradientBoosting,GradientBoosting,6,4,0.06757632635004898,"{""learning_rate"":0.05,""max_depth"":1,""min_samples_leaf"":1,""n_estimators"":200,""subsample"":1.0}"
GradientBoosting,GradientBoosting,7,1,0.44510204081632654,"{""learning_rate"":0.05,""max_depth"":2,""min_samples_leaf"":1,""n_estimators"":200,""subsample"":0.8}"
GradientBoosting,GradientBoosting,7,2,0.24822642165213105,"{""learning_rate"":0.05,""max_depth"":2,""min_samples_leaf"":1,""n_estimators"":200,""subsample"":0.8}"
GradientBoosting,GradientBoosting,7,3,0.010012948763302686,"{""learning_rate"":0.05,""max_depth"":2,""min_samples_leaf"":1,""n_estimators"":200,""subsample"":0.8}"
GradientBoosting,GradientBoosting,7,4,0.6351944551405468,"{""learning_rate"":0.05,""max_depth"":2,""min_samples_leaf"":1,""n_estimators"":200,""subsample"":0.8}"
GradientBoosting,GradientBoosting,8,1,0.30000000000000004,"{""learning_rate"":0.05,""max_depth"":2,""min_samples_leaf"":2,""n_estimators"":100,""subsample"":1.0}"
GradientBoosting,GradientBoosting,8,2,0.3007519718498378,"{""learning_rate"":0.05,""max_depth"":2,""min_samples_leaf"":2,""n_estimators"":100,""subsample"":1.0}"
GradientBoosting,GradientBoosting,8,3,0.0049476528199932455,"{""learning_rate"":0.05,""max_depth"":2,""min_samples_leaf"":2,""n_estimators"":100,""subsample"":1.0}"
GradientBoosting,GradientBoosting,8,4,0.517816091954023,"{""learning_rate"":0.05,""max_depth"":2,""min_samples_leaf"":2,""n_estimators"":100,""subsample"":1.0}"
GradientBoosting,GradientBoosting,9,1,0.4663003663003663,"{""learning_rate"":0.05,""max_depth"":3,""min_samples_leaf"":4,""n_estimators"":100,""subsample"":0.8}"
GradientBoosting,GradientBoosting,9,2,0.3620352034305523,"{""learning_rate"":0.05,""max_depth"":3,""min_samples_leaf"":4,""n_estimators"":100,""subsample"":0.8}"
GradientBoosting,GradientBoosting,9,3,0.07738620296282014,"{""learning_rate"":0.05,""max_depth"":3,""min_samples_leaf"":4,""n_estimators"":100,""subsample"":0.8}"
GradientBoosting,GradientBoosting,9,4,0.5705710354317166,"{""learning_rate"":0.05,""max_depth"":3,""min_samples_leaf"":4,""n_estimators"":100,""subsample"":0.8}"
GradientBoosting,GradientBoosting,10,1,0.169410604791951,"{""learning_rate"":0.1,""max_depth"":1,""min_samples_leaf"":4,""n_estimators"":200,""subsample"":0.8}"
GradientBoosting,GradientBoosting,10,2,0.2067207633645141,"{""learning_rate"":0.1,""max_depth"":1,""min_samples_leaf"":4,""n_estimators"":200,""subsample"":0.8}"
GradientBoosting,GradientBoosting,10,3,0.006213383194472892,"{""learning_rate"":0.1,""max_depth"":1,""min_samples_leaf"":4,""n_estimators"":200,""subsample"":0.8}"
GradientBoosting,GradientBoosting,10,4,0.39222222222222214,"{""learning_rate"":0.1,""max_depth"":1,""min_samples_leaf"":4,""n_estimators"":200,""subsample"":0.8}"
GradientBoosting,GradientBoosting,11,1,0.5521164021164021,"{""learning_rate"":0.1,""max_depth"":2,""min_samples_leaf"":2,""n_estimators"":200,""subsample"":0.8}"
GradientBoosting,GradientBoosting,11,2,0.26279768229277345,"{""learning_rate"":0.1,""max_depth"":2,""min_samples_leaf"":2,""n_estimators"":200,""subsample"":0.8}"
GradientBoosting,GradientBoosting,11,3,0.0029131379706873535,"{""learning_rate"":0.1,""max_depth"":2,""min_samples_leaf"":2,""n_estimators"":200,""subsample"":0.8}"
GradientBoosting,GradientBoosting,11,4,0.22275132275132276,"{""learning_rate"":0.1,""max_depth"":2,""min_samples_leaf"":2,""n_estimators"":200,""subsample"":0.8}"
GradientBoosting,GradientBoosting,12,1,0.5155913978494624,"{""learning_rate"":0.1,""max_depth"":2,""min_samples_leaf"":2,""n_estimators"":350,""subsample"":1.0}"
GradientBoosting,GradientBoosting,12,2,0.2849789201686386,"{""learning_rate"":0.1,""max_depth"":2,""min_samples_leaf"":2,""n_estimators"":350,""subsample"":1.0}"
GradientBoosting,GradientBoosting,12,3,0.007458602406086383,"{""learning_rate"":0.1,""max_depth"":2,""min_samples_leaf"":2,""n_estimators"":350,""subsample"":1.0}"
GradientBoosting,GradientBoosting,12,4,0.685385500575374,"{""learning_rate"":0.1,""max_depth"":2,""min_samples_leaf"":2,""n_estimators"":350,""subsample"":1.0}"
HistGradientBoosting,HistGradientBoosting,1,1,0.41948051948051945,"{""l2_regularization"":0.0,""learning_rate"":0.03,""max_iter"":200,""max_leaf_nodes"":31,""min_samples_leaf"":20}"
HistGradientBoosting,HistGradientBoosting,1,2,0.5099653151536898,"{""l2_regularization"":0.0,""learning_rate"":0.03,""max_iter"":200,""max_leaf_nodes"":31,""min_samples_leaf"":20}"
HistGradientBoosting,HistGradientBoosting,1,3,0.11566742081447964,"{""l2_regularization"":0.0,""learning_rate"":0.03,""max_iter"":200,""max_leaf_nodes"":31,""min_samples_leaf"":20}"
HistGradientBoosting,HistGradientBoosting,1,4,0.4994462901439645,"{""l2_regularization"":0.0,""learning_rate"":0.03,""max_iter"":200,""max_leaf_nodes"":31,""min_samples_leaf"":20}"
HistGradientBoosting,HistGradientBoosting,2,1,0.5692982456140351,"{""l2_regularization"":0.0,""learning_rate"":0.03,""max_iter"":350,""max_leaf_nodes"":31,""min_samples_leaf"":10}"
HistGradientBoosting,HistGradientBoosting,2,2,0.4681592734893468,"{""l2_regularization"":0.0,""learning_rate"":0.03,""max_iter"":350,""max_leaf_nodes"":31,""min_samples_leaf"":10}"
HistGradientBoosting,HistGradientBoosting,2,3,0.0896472421256904,"{""l2_regularization"":0.0,""learning_rate"":0.03,""max_iter"":350,""max_leaf_nodes"":31,""min_samples_leaf"":10}"
HistGradientBoosting,HistGradientBoosting,2,4,0.451860119047619,"{""l2_regularization"":0.0,""learning_rate"":0.03,""max_iter"":350,""max_leaf_nodes"":31,""min_samples_leaf"":10}"
HistGradientBoosting,HistGradientBoosting,3,1,0.41791554357592087,"{""l2_regularization"":0.0,""learning_rate"":0.1,""max_iter"":100,""max_leaf_nodes"":31,""min_samples_leaf"":5}"
HistGradientBoosting,HistGradientBoosting,3,2,0.4380037664783427,"{""l2_regularization"":0.0,""learning_rate"":0.1,""max_iter"":100,""max_leaf_nodes"":31,""min_samples_leaf"":5}"
HistGradientBoosting,HistGradientBoosting,3,3,0.22083333333333333,"{""l2_regularization"":0.0,""learning_rate"":0.1,""max_iter"":100,""max_leaf_nodes"":31,""min_samples_leaf"":5}"
HistGradientBoosting,HistGradientBoosting,3,4,0.5098484848484848,"{""l2_regularization"":0.0,""learning_rate"":0.1,""max_iter"":100,""max_leaf_nodes"":31,""min_samples_leaf"":5}"
HistGradientBoosting,HistGradientBoosting,4,1,0.515438596491228,"{""l2_regularization"":0.0,""learning_rate"":0.1,""max_iter"":350,""max_leaf_nodes"":31,""min_samples_leaf"":20}"
HistGradientBoosting,HistGradientBoosting,4,2,0.482808988764045,"{""l2_regularization"":0.0,""learning_rate"":0.1,""max_iter"":350,""max_leaf_nodes"":31,""min_samples_leaf"":20}"
HistGradientBoosting,HistGradientBoosting,4,3,0.059532371944714155,"{""l2_regularization"":0.0,""learning_rate"":0.1,""max_iter"":350,""max_leaf_nodes"":31,""min_samples_leaf"":20}"
HistGradientBoosting,HistGradientBoosting,4,4,0.44972527472527474,"{""l2_regularization"":0.0,""learning_rate"":0.1,""max_iter"":350,""max_leaf_nodes"":31,""min_samples_leaf"":20}"
HistGradientBoosting,HistGradientBoosting,5,1,0.46851851851851845,"{""l2_regularization"":0.1,""learning_rate"":0.03,""max_iter"":200,""max_leaf_nodes"":15,""min_samples_leaf"":20}"
HistGradientBoosting,HistGradientBoosting,5,2,0.46440528634361233,"{""l2_regularization"":0.1,""learning_rate"":0.03,""max_iter"":200,""max_leaf_nodes"":15,""min_samples_leaf"":20}"
HistGradientBoosting,HistGradientBoosting,5,3,0.09846834879706548,"{""l2_regularization"":0.1,""learning_rate"":0.03,""max_iter"":200,""max_leaf_nodes"":15,""min_samples_leaf"":20}"
HistGradientBoosting,HistGradientBoosting,5,4,0.4493333333333333,"{""l2_regularization"":0.1,""learning_rate"":0.03,""max_iter"":200,""max_leaf_nodes"":15,""min_samples_leaf"":20}"
HistGradientBoosting,HistGradientBoosting,6,1,0.5677235772357724,"{""l2_regularization"":0.1,""learning_rate"":0.03,""max_iter"":350,""max_leaf_nodes"":31,""min_samples_leaf"":20}"
HistGradientBoosting,HistGradientBoosting,6,2,0.48378061400482925,"{""l2_regularization"":0.1,""learning_rate"":0.03,""max_iter"":350,""max_leaf_nodes"":31,""min_samples_leaf"":20}"
HistGradientBoosting,HistGradientBoosting,6,3,0.08233125983125983,"{""l2_regularization"":0.1,""learning_rate"":0.03,""max_iter"":350,""max_leaf_nodes"":31,""min_samples_leaf"":20}"
HistGradientBoosting,HistGradientBoosting,6,4,0.46047907066052224,"{""l2_regularization"":0.1,""learning_rate"":0.03,""max_iter"":350,""max_leaf_nodes"":31,""min_samples_leaf"":20}"
HistGradientBoosting,HistGradientBoosting,7,1,0.5232600732600732,"{""l2_regularization"":0.1,""learning_rate"":0.05,""max_iter"":200,""max_leaf_nodes"":7,""min_samples_leaf"":5}"
HistGradientBoosting,HistGradientBoosting,7,2,0.5168173201636237,"{""l2_regularization"":0.1,""learning_rate"":0.05,""max_iter"":200,""max_leaf_nodes"":7,""min_samples_leaf"":5}"
HistGradientBoosting,HistGradientBoosting,7,3,0.0562321201525747,"{""l2_regularization"":0.1,""learning_rate"":0.05,""max_iter"":200,""max_leaf_nodes"":7,""min_samples_leaf"":5}"
HistGradientBoosting,HistGradientBoosting,7,4,0.4035466062988999,"{""l2_regularization"":0.1,""learning_rate"":0.05,""max_iter"":200,""max_leaf_nodes"":7,""min_samples_leaf"":5}"
HistGradientBoosting,HistGradientBoosting,8,1,0.4188679245283019,"{""l2_regularization"":0.1,""learning_rate"":0.05,""max_iter"":200,""max_leaf_nodes"":7,""min_samples_leaf"":20}"
HistGradientBoosting,HistGradientBoosting,8,2,0.4486351706036745,"{""l2_regularization"":0.1,""learning_rate"":0.05,""max_iter"":200,""max_leaf_nodes"":7,""min_samples_leaf"":20}"
HistGradientBoosting,HistGradientBoosting,8,3,0.07272727272727272,"{""l2_regularization"":0.1,""learning_rate"":0.05,""max_iter"":200,""max_leaf_nodes"":7,""min_samples_leaf"":20}"
HistGradientBoosting,HistGradientBoosting,8,4,0.4413265306122449,"{""l2_regularization"":0.1,""learning_rate"":0.05,""max_iter"":200,""max_leaf_nodes"":7,""min_samples_leaf"":20}"
HistGradientBoosting,HistGradientBoosting,9,1,0.4884615384615384,"{""l2_regularization"":0.1,""learning_rate"":0.05,""max_iter"":350,""max_leaf_nodes"":31,""min_samples_leaf"":5}"
HistGradientBoosting,HistGradientBoosting,9,2,0.5329571577847441,"{""l2_regularization"":0.1,""learning_rate"":0.05,""max_iter"":350,""max_leaf_nodes"":31,""min_samples_leaf"":5}"
HistGradientBoosting,HistGradientBoosting,9,3,0.06232074438970991,"{""l2_regularization"":0.1,""learning_rate"":0.05,""max_iter"":350,""max_leaf_nodes"":31,""min_samples_leaf"":5}"
HistGradientBoosting,HistGradientBoosting,9,4,0.4006834831834831,"{""l2_regularization"":0.1,""learning_rate"":0.05,""max_iter"":350,""max_leaf_nodes"":31,""min_samples_leaf"":5}"
HistGradientBoosting,HistGradientBoosting,10,1,0.46490683229813656,"{""l2_regularization"":1.0,""learning_rate"":0.1,""max_iter"":100,""max_leaf_nodes"":7,""min_samples_leaf"":10}"
HistGradientBoosting,HistGradientBoosting,10,2,0.4967765567765568,"{""l2_regularization"":1.0,""learning_rate"":0.1,""max_iter"":100,""max_leaf_nodes"":7,""min_samples_leaf"":10}"
HistGradientBoosting,HistGradientBoosting,10,3,0.0675189393939394,"{""l2_regularization"":1.0,""learning_rate"":0.1,""max_iter"":100,""max_leaf_nodes"":7,""min_samples_leaf"":10}"
HistGradientBoosting,HistGradientBoosting,10,4,0.39021836007130123,"{""l2_regularization"":1.0,""learning_rate"":0.1,""max_iter"":100,""max_leaf_nodes"":7,""min_samples_leaf"":10}"
HistGradientBoosting,HistGradientBoosting,11,1,0.45666666666666667,"{""l2_regularization"":1.0,""learning_rate"":0.1,""max_iter"":200,""max_leaf_nodes"":15,""min_samples_leaf"":20}"
HistGradientBoosting,HistGradientBoosting,11,2,0.47452260486371795,"{""l2_regularization"":1.0,""learning_rate"":0.1,""max_iter"":200,""max_leaf_nodes"":15,""min_samples_leaf"":20}"
HistGradientBoosting,HistGradientBoosting,11,3,0.05338415207980425,"{""l2_regularization"":1.0,""learning_rate"":0.1,""max_iter"":200,""max_leaf_nodes"":15,""min_samples_leaf"":20}"
HistGradientBoosting,HistGradientBoosting,11,4,0.411644370122631,"{""l2_regularization"":1.0,""learning_rate"":0.1,""max_iter"":200,""max_leaf_nodes"":15,""min_samples_leaf"":20}"
HistGradientBoosting,HistGradientBoosting,12,1,0.5787301587301588,"{""l2_regularization"":1.0,""learning_rate"":0.1,""max_iter"":350,""max_leaf_nodes"":7,""min_samples_leaf"":10}"
HistGradientBoosting,HistGradientBoosting,12,2,0.4387276431967399,"{""l2_regularization"":1.0,""learning_rate"":0.1,""max_iter"":350,""max_leaf_nodes"":7,""min_samples_leaf"":10}"
HistGradientBoosting,HistGradientBoosting,12,3,0.05372135612180659,"{""l2_regularization"":1.0,""learning_rate"":0.1,""max_iter"":350,""max_leaf_nodes"":7,""min_samples_leaf"":10}"
HistGradientBoosting,HistGradientBoosting,12,4,0.40357918810749,"{""l2_regularization"":1.0,""learning_rate"":0.1,""max_iter"":350,""max_leaf_nodes"":7,""min_samples_leaf"":10}"
MLP,MLP,1,1,0.10322827650058594,"{""activation"":""relu"",""alpha"":0.0001,""hidden_layer_sizes"":[32],""learning_rate_init"":0.003}"
MLP,MLP,1,2,0.3225062164053543,"{""activation"":""relu"",""alpha"":0.0001,""hidden_layer_sizes"":[32],""learning_rate_init"":0.003}"
MLP,MLP,1,3,0.423076923076923,"{""activation"":""relu"",""alpha"":0.0001,""hidden_layer_sizes"":[32],""learning_rate_init"":0.003}"
MLP,MLP,1,4,0.3494564694564694,"{""activation"":""relu"",""alpha"":0.0001,""hidden_layer_sizes"":[32],""learning_rate_init"":0.003}"
MLP,MLP,2,1,0.06368037504577465,"{""activation"":""relu"",""alpha"":0.0001,""hidden_layer_sizes"":[64],""learning_rate_init"":0.0003}"
MLP,MLP,2,2,0.30096861471861475,"{""activation"":""relu"",""alpha"":0.0001,""hidden_layer_sizes"":[64],""learning_rate_init"":0.0003}"
MLP,MLP,2,3,0.2930952380952381,"{""activation"":""relu"",""alpha"":0.0001,""hidden_layer_sizes"":[64],""learning_rate_init"":0.0003}"
MLP,MLP,2,4,0.25522748005506624,"{""activation"":""relu"",""alpha"":0.0001,""hidden_layer_sizes"":[64],""learning_rate_init"":0.0003}"
MLP,MLP,3,1,0.07019384771822881,"{""activation"":""relu"",""alpha"":0.0001,""hidden_layer_sizes"":[48,24],""learning_rate_init"":0.0003}"
MLP,MLP,3,2,0.2953046182195094,"{""activation"":""relu"",""alpha"":0.0001,""hidden_layer_sizes"":[48,24],""learning_rate_init"":0.0003}"
MLP,MLP,3,3,0.4512987012987013,"{""activation"":""relu"",""alpha"":0.0001,""hidden_layer_sizes"":[48,24],""learning_rate_init"":0.0003}"
MLP,MLP,3,4,0.24915776018538452,"{""activation"":""relu"",""alpha"":0.0001,""hidden_layer_sizes"":[48,24],""learning_rate_init"":0.0003}"
MLP,MLP,4,1,0.10322202957004759,"{""activation"":""relu"",""alpha"":0.001,""hidden_layer_sizes"":[32],""learning_rate_init"":0.003}"
MLP,MLP,4,2,0.3000419896640827,"{""activation"":""relu"",""alpha"":0.001,""hidden_layer_sizes"":[32],""learning_rate_init"":0.003}"
MLP,MLP,4,3,0.423036093418259,"{""activation"":""relu"",""alpha"":0.001,""hidden_layer_sizes"":[32],""learning_rate_init"":0.003}"
MLP,MLP,4,4,0.5445589273112208,"{""activation"":""relu"",""alpha"":0.001,""hidden_layer_sizes"":[32],""learning_rate_init"":0.003}"
MLP,MLP,5,1,0.05760466991716185,"{""activation"":""tanh"",""alpha"":0.001,""hidden_layer_sizes"":[64],""learning_rate_init"":0.003}"
MLP,MLP,5,2,0.38206596669848336,"{""activation"":""tanh"",""alpha"":0.001,""hidden_layer_sizes"":[64],""learning_rate_init"":0.003}"
MLP,MLP,5,3,0.38650717920756084,"{""activation"":""tanh"",""alpha"":0.001,""hidden_layer_sizes"":[64],""learning_rate_init"":0.003}"
MLP,MLP,5,4,0.3592208893735611,"{""activation"":""tanh"",""alpha"":0.001,""hidden_layer_sizes"":[64],""learning_rate_init"":0.003}"
MLP,MLP,6,1,0.07552988156170412,"{""activation"":""tanh"",""alpha"":0.001,""hidden_layer_sizes"":[48,24],""learning_rate_init"":0.0003}"
MLP,MLP,6,2,0.29439603258944386,"{""activation"":""tanh"",""alpha"":0.001,""hidden_layer_sizes"":[48,24],""learning_rate_init"":0.0003}"
MLP,MLP,6,3,0.4832677165354331,"{""activation"":""tanh"",""alpha"":0.001,""hidden_layer_sizes"":[48,24],""learning_rate_init"":0.0003}"
MLP,MLP,6,4,0.16101723413198826,"{""activation"":""tanh"",""alpha"":0.001,""hidden_layer_sizes"":[48,24],""learning_rate_init"":0.0003}"
MLP,MLP,7,1,0.08359362171571208,"{""activation"":""tanh"",""alpha"":0.001,""hidden_layer_sizes"":[64,32],""learning_rate_init"":0.003}"
MLP,MLP,7,2,0.3539729241711808,"{""activation"":""tanh"",""alpha"":0.001,""hidden_layer_sizes"":[64,32],""learning_rate_init"":0.003}"
MLP,MLP,7,3,0.3332429671538582,"{""activation"":""tanh"",""alpha"":0.001,""hidden_layer_sizes"":[64,32],""learning_rate_init"":0.003}"
MLP,MLP,7,4,0.3586488812392427,"{""activation"":""tanh"",""alpha"":0.001,""hidden_layer_sizes"":[64,32],""learning_rate_init"":0.003}"
MLP,MLP,8,1,0.09145948097699479,"{""activation"":""tanh"",""alpha"":0.001,""hidden_layer_sizes"":[96,48],""learning_rate_init"":0.0003}"
MLP,MLP,8,2,0.46048525258137707,"{""activation"":""tanh"",""alpha"":0.001,""hidden_layer_sizes"":[96,48],""learning_rate_init"":0.0003}"
MLP,MLP,8,3,0.5844062947067238,"{""activation"":""tanh"",""alpha"":0.001,""hidden_layer_sizes"":[96,48],""learning_rate_init"":0.0003}"
MLP,MLP,8,4,0.18120782726045886,"{""activation"":""tanh"",""alpha"":0.001,""hidden_layer_sizes"":[96,48],""learning_rate_init"":0.0003}"
MLP,MLP,9,1,0.058243919505166906,"{""activation"":""tanh"",""alpha"":0.001,""hidden_layer_sizes"":[96,48],""learning_rate_init"":0.001}"
MLP,MLP,9,2,0.4478601912118828,"{""activation"":""tanh"",""alpha"":0.001,""hidden_layer_sizes"":[96,48],""learning_rate_init"":0.001}"
MLP,MLP,9,3,0.5948093220338984,"{""activation"":""tanh"",""alpha"":0.001,""hidden_layer_sizes"":[96,48],""learning_rate_init"":0.001}"
MLP,MLP,9,4,0.18492577597840754,"{""activation"":""tanh"",""alpha"":0.001,""hidden_layer_sizes"":[96,48],""learning_rate_init"":0.001}"
MLP,MLP,10,1,0.07383337613600993,"{""activation"":""tanh"",""alpha"":0.001,""hidden_layer_sizes"":[96,48],""learning_rate_init"":0.003}"
MLP,MLP,10,2,0.4352452148196829,"{""activation"":""tanh"",""alpha"":0.001,""hidden_layer_sizes"":[96,48],""learning_rate_init"":0.003}"
MLP,MLP,10,3,0.6885582010582011,"{""activation"":""tanh"",""alpha"":0.001,""hidden_layer_sizes"":[96,48],""learning_rate_init"":0.003}"
MLP,MLP,10,4,0.3775631386157702,"{""activation"":""tanh"",""alpha"":0.001,""hidden_layer_sizes"":[96,48],""learning_rate_init"":0.003}"
MLP,MLP,11,1,0.09140469855789014,"{""activation"":""tanh"",""alpha"":0.01,""hidden_layer_sizes"":[64],""learning_rate_init"":0.0003}"
MLP,MLP,11,2,0.2029532981115569,"{""activation"":""tanh"",""alpha"":0.01,""hidden_layer_sizes"":[64],""learning_rate_init"":0.0003}"
MLP,MLP,11,3,0.3678376268540203,"{""activation"":""tanh"",""alpha"":0.01,""hidden_layer_sizes"":[64],""learning_rate_init"":0.0003}"
MLP,MLP,11,4,0.32547955121245026,"{""activation"":""tanh"",""alpha"":0.01,""hidden_layer_sizes"":[64],""learning_rate_init"":0.0003}"
MLP,MLP,12,1,0.08695757549999755,"{""activation"":""tanh"",""alpha"":0.01,""hidden_layer_sizes"":[48,24],""learning_rate_init"":0.003}"
MLP,MLP,12,2,0.3226992078285182,"{""activation"":""tanh"",""alpha"":0.01,""hidden_layer_sizes"":[48,24],""learning_rate_init"":0.003}"
MLP,MLP,12,3,0.2916766706682673,"{""activation"":""tanh"",""alpha"":0.01,""hidden_layer_sizes"":[48,24],""learning_rate_init"":0.003}"
MLP,MLP,12,4,0.19583075335397318,"{""activation"":""tanh"",""alpha"":0.01,""hidden_layer_sizes"":[48,24],""learning_rate_init"":0.003}"
LogReg,LogReg,1,1,0.15226548756715638,"{""C"":0.01,""penalty"":""l1""}"
LogReg,LogReg,1,2,0.053732601544720496,"{""C"":0.01,""penalty"":""l1""}"
LogReg,LogReg,1,3,0.02623580457398163,"{""C"":0.01,""penalty"":""l1""}"
LogReg,LogReg,1,4,0.14766533951547187,"{""C"":0.01,""penalty"":""l1""}"
LogReg,LogReg,2,1,0.054404554893215454,"{""C"":0.01,""penalty"":""l2""}"
LogReg,LogReg,2,2,0.12084588322458518,"{""C"":0.01,""penalty"":""l2""}"
LogReg,LogReg,2,3,0.09898811670358731,"{""C"":0.01,""penalty"":""l2""}"
LogReg,LogReg,2,4,0.25308326399368186,"{""C"":0.01,""penalty"":""l2""}"
LogReg,LogReg,3,1,0.053578848569533245,"{""C"":0.03,""penalty"":""l1""}"
LogReg,LogReg,3,2,0.1117878075297828,"{""C"":0.03,""penalty"":""l1""}"
LogReg,LogReg,3,3,0.08158182813355228,"{""C"":0.03,""penalty"":""l1""}"
LogReg,LogReg,3,4,0.26252284573207885,"{""C"":0.03,""penalty"":""l1""}"
LogReg,LogReg,4,1,0.056410359994665406,"{""C"":0.03,""penalty"":""l2""}"
LogReg,LogReg,4,2,0.16054284226706997,"{""C"":0.03,""penalty"":""l2""}"
LogReg,LogReg,4,3,0.2081985382219027,"{""C"":0.03,""penalty"":""l2""}"
LogReg,LogReg,4,4,0.277484370688901,"{""C"":0.03,""penalty"":""l2""}"
LogReg,LogReg,5,1,0.042346658495624225,"{""C"":0.1,""penalty"":""l1""}"
LogReg,LogReg,5,2,0.19759962489092714,"{""C"":0.1,""penalty"":""l1""}"
LogReg,LogReg,5,3,0.5731323132313231,"{""C"":0.1,""penalty"":""l1""}"
LogReg,LogReg,5,4,0.316559894244458,"{""C"":0.1,""penalty"":""l1""}"
LogReg,LogReg,6,1,0.04721295421263152,"{""C"":0.1,""penalty"":""l2""}"
LogReg,LogReg,6,2,0.2907395519952086,"{""C"":0.1,""penalty"":""l2""}"
LogReg,LogReg,6,3,0.3225871045254305,"{""C"":0.1,""penalty"":""l2""}"
LogReg,LogReg,6,4,0.3155139137453065,"{""C"":0.1,""penalty"":""l2""}"
LogReg,LogReg,7,1,0.028846308408960266,"{""C"":0.3,""penalty"":""l1""}"
LogReg,LogReg,7,2,0.2987056752200787,"{""C"":0.3,""penalty"":""l1""}"
LogReg,LogReg,7,3,0.19484052949538022,"{""C"":0.3,""penalty"":""l1""}"
LogReg,LogReg,7,4,0.33719433198380566,"{""C"":0.3,""penalty"":""l1""}"
LogReg,LogReg,8,1,0.044074528676046706,"{""C"":0.3,""penalty"":""l2""}"
LogReg,LogReg,8,2,0.29165366193366377,"{""C"":0.3,""penalty"":""l2""}"
LogReg,LogReg,8,3,0.36205112802029105,"{""C"":0.3,""penalty"":""l2""}"
LogReg,LogReg,8,4,0.3263978494623656,"{""C"":0.3,""penalty"":""l2""}"
LogReg,LogReg,9,1,0.013423035005623979,"{""C"":1.0,""penalty"":""l1""}"
LogReg,LogReg,9,2,0.2521016882744747,"{""C"":1.0,""penalty"":""l1""}"
LogReg,LogReg,9,3,0.6087201442091031,"{""C"":1.0,""penalty"":""l1""}"
LogReg,LogReg,9,4,0.35221445221445224,"{""C"":1.0,""penalty"":""l1""}"
LogReg,LogReg,10,1,0.03807935665083882,"{""C"":1.0,""penalty"":""l2""}"
LogReg,LogReg,10,2,0.19136840442929653,"{""C"":1.0,""penalty"":""l2""}"
LogReg,LogReg,10,3,0.3614932216905901,"{""C"":1.0,""penalty"":""l2""}"
